type,name,steam_appid,developers,publishers,header_image,website,categories,genres,steam_url,detection_stage,api_response_type,discovery_date
game,Silent Tales‌: Vermilion Embers,3836980,Hakua Juku,Hakua Juku,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3836980/f60f80f945688c65eee25db1711a86a1e4b66f80/header.jpg?t=1751696206,https://vermilionembers.fandom.com/zh/wiki/,Single-player;Steam Achievements;Full controller support;Custom Volume Controls;Keyboard Only Option;Mouse Only Option;Save Anytime;Touch Only Option;Steam Cloud;Stats;Family Sharing,Adventure;Indie;RPG;Strategy,https://store.steampowered.com/app/3836980,public_unreleased,full_details,2025-07-05
game,Cleared For Impact,3616850,Blue Flare Games,Blue Flare Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3616850/8232bafb241479a6cf002462b9e766ed9bad37d6/header.jpg?t=1751682366,,Single-player;Steam Achievements;Full controller support;Camera Comfort;Custom Volume Controls;Keyboard Only Option;Save Anytime;Stereo Sound;Steam Cloud;Stats;Family Sharing,Action;Indie;Simulation,https://store.steampowered.com/app/3616850,public_unreleased,full_details,2025-07-05
game,Boundless,3825790,DMS. Long,Beijing Film Academy,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3825790/6fd3027e0772c2b547ee5ff44f58e7f640509abd/header.jpg?t=1751685627,,Single-player,Adventure;RPG;Strategy;Free To Play,https://store.steampowered.com/app/3825790,public_unreleased,full_details,2025-07-05
game,Frostline,3849800,Perg Valley,Perg Valley,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3849800/2bd88623bb1027390a721c36bdfb08971ea7563b/header.jpg?t=1751675379,,Single-player;Family Sharing,Indie;Simulation,https://store.steampowered.com/app/3849800,public_unreleased,full_details,2025-07-05
game,FPS: Multiplayer,3836510,"Struppi, STUMP Games",Struppi,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3836510/f7d178b4823190dc166d2bdadacbebe4ac6f549e/header.jpg?t=1751692561,,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;In-App Purchases;Custom Volume Controls;Adjustable Difficulty;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Save Anytime;Stereo Sound;Steam Cloud;Steam Leaderboards;HDR available;Family Sharing,Action,https://store.steampowered.com/app/3836510,public_unreleased,full_details,2025-07-05
game,Project Judgement,3855480,Chibeob Games,Chibeob Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3855480/25f8fb92ced29ad99746b124a069fac93992657c/header.jpg?t=1751681002,,Single-player;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3855480,public_unreleased,full_details,2025-07-05
game,Axel Quest,3824740,PowerSlash Studios,PowerSlash Studios,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3824740/52dc2b91c213df8817cce5abba543aebe0f00bd0/header.jpg?t=1751670446,,Single-player;Full controller support;Custom Volume Controls;Keyboard Only Option;Steam Cloud;Family Sharing,Action;Adventure;Indie;RPG,https://store.steampowered.com/app/3824740,public_unreleased,full_details,2025-07-05
game,Medieval Combat Zone,3706480,Navinder Virdi;Giovanni Campos,Navinder Virdi;Giovanni Campos,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3706480/25d72bff1dc8cc98903426c5e1ab54acc0aca450/header.jpg?t=1751673099,,Single-player;Playable without Timed Input;Partial Controller Support,Action;Casual;Indie;Strategy;Free To Play;Early Access,https://store.steampowered.com/app/3706480,public_unreleased,full_details,2025-07-05
game,Vribyss Refuge™ Metamorphosis,3829350,Ernesto Aragon,Vierlyss Entertainment ,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3829350/91a7b95199d84b1bfdf8cab64b505f86b753fee6/header.jpg?t=1751732419,https://www.facebook.com/VribyssRefuge/,Single-player;Partial Controller Support;Family Sharing,Action;Adventure;Indie;RPG;Strategy,https://store.steampowered.com/app/3829350,public_unreleased,full_details,2025-07-05
game,Anomaly Observer,3793510,Letalis Entertainment,Letalis Entertainment,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3793510/01dd8f7d9a91f48f6173a2f3235e47bb3485c0d4/header.jpg?t=1751707474,,Single-player;Steam Achievements;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Steam Cloud;Steam Leaderboards;Family Sharing,Casual;Indie;Simulation,https://store.steampowered.com/app/3793510,public_unreleased,full_details,2025-07-05
game,Wicked Little Witch 小小坏女巫,3809920,Aliu,Aliu,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3809920/b644187c80aadd605c356439e650927d96d48a3c/header.jpg?t=1751658951,,Single-player;Full controller support;Custom Volume Controls;Playable without Timed Input;Family Sharing,Action;Adventure;Casual,https://store.steampowered.com/app/3809920,public_unreleased,full_details,2025-07-05
game,Dominated by: Yandere Goth Gamer Girl,3852410,Bully Revenge Studios,Bully Revenge Studios,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3852410/c1e736404f362beca7c1c53f29c466551f96860e/header.jpg?t=1751678988,,Single-player;Steam Achievements;Custom Volume Controls;Playable without Timed Input;Save Anytime;Family Sharing,Indie;Simulation,https://store.steampowered.com/app/3852410,public_unreleased,full_details,2025-07-05
game,Tradewake,3825280,Honeymelon Games,Honeymelon Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3825280/22ab5e6529f4614e409a0531b5cebf204145e406/header.jpg?t=1751666638,,Single-player;Partial Controller Support;Family Sharing,Adventure;Casual;Strategy,https://store.steampowered.com/app/3825280,public_unreleased,full_details,2025-07-05
game,Louis Charles In The Louvre,3680920,Matthew Melmon,Matthew Melmon,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3680920/0b4e242d14ce82ad70e6d3f821f4854ab2760a22/header.jpg?t=1751694232,,Single-player;Steam Achievements;Family Sharing,Adventure;Casual;Indie,https://store.steampowered.com/app/3680920,public_unreleased,full_details,2025-07-05
game,Just Move Fall Dungeon Endless Abyss,3856040,daminggede,daminggede,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3856040/b158c6fc996d54aeef631ff64b97495f87a0e0fb/header.jpg?t=1751667236,https://youtu.be/nWR9xjwmkPE,Single-player;Full controller support;Family Sharing,Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Sports;Strategy;Early Access,https://store.steampowered.com/app/3856040,public_unreleased,full_details,2025-07-05
game,PLACE,3823800,PimpGameStudio,PimpGameStudio,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3823800/c9244209049bdb698aa46588011f60d5e5c22ef5/header.jpg?t=1751730394,https://x.com/PimpGameStudio,Single-player;Steam Achievements;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3823800,public_unreleased,full_details,2025-07-05
game,Raze Vol. 1,3851840,Cream Productions Inc,Cream Production Inc,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3851840/ed0658228175f9ac77ed27b06d9a34ddb94caba5/header.jpg?t=1751667076,https://www.iamraze.com/,Single-player;Custom Volume Controls;Save Anytime;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3851840,public_unreleased,full_details,2025-07-05
game,Lumber Valley,3563670,Dairycow22,Dairycow22,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3563670/e6d0c40635d46965f24f739e10784da155306412/header.jpg?t=1751689007,,Single-player;Family Sharing,Casual;Early Access,https://store.steampowered.com/app/3563670,public_unreleased,full_details,2025-07-05
game,Lone Labyrinth,3802720,Daedalus Studios,AzureRaven Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3802720/1ee779232c80292eeba0e1160b1f6c558ad4a5e8/header.jpg?t=1751657466,,Single-player;Camera Comfort;Color Alternatives;Custom Volume Controls;Keyboard Only Option;Playable without Timed Input;Subtitle Options;Family Sharing,Adventure;Indie;RPG,https://store.steampowered.com/app/3802720,public_unreleased,full_details,2025-07-05
game,StacKit,3827850,3amSoo,Jungle Game Lab,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3827850/c750c01f4e1d215d78c7b99ce44172336db56b7f/header.jpg?t=1751679540,,Single-player,Free To Play,https://store.steampowered.com/app/3827850,public_unreleased,full_details,2025-07-05
game,Hentai Elarin,3851430,Cyber Keks,Cyber Keks,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3851430/560d54f49379e61e69b8e212efd3e8723c6095d4/header.jpg?t=1751696835,,Single-player;Steam Achievements;Mouse Only Option;Steam Cloud;Family Sharing,Casual;Indie;Sports,https://store.steampowered.com/app/3851430,public_unreleased,full_details,2025-07-05
demo,Unemployment Simulator 2018 Demo,3826360,Samuel Lehikoinen,turbolento publishing,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3826360/9a82d73eb6f2e43ac9b7120f3a6c3604c029bcc2/header.jpg?t=1751710346,,Single-player;Game demo,Adventure;Casual;Indie;Simulation,https://store.steampowered.com/app/3826360,public_unreleased,full_details,2025-07-05
game,Narco Express,3476110,SCHIZO GAMES,SCHIZO GAMES,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3476110/07dab06e0dc7347809cee6f3265f24e31a4601c1/header.jpg?t=1751708261,,Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Custom Volume Controls;Stereo Sound;Surround Sound;Steam Cloud;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3476110,public_unreleased,full_details,2025-07-05
demo,Mix it! Demo,3814600,T3ampo,Bear Sneeze,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3814600/458d7021864a11fb730805a7185d18da8d2b36d4/header.jpg?t=1751675159,,Single-player;Game demo,,https://store.steampowered.com/app/3814600,public_unreleased,full_details,2025-07-05
game,Agency 13,2415280,DDemon LLC,DDemon LLC,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2415280/76ea2d54b2d52560a234a400a09c456d1e85caec/header.jpg?t=1751716368,https://ddemon.com/posts/category/agency13,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Stereo Sound;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/2415280,public_unreleased,full_details,2025-07-05
music,eat the snow - 4 song demo,3842750,eatthesnow,assembly bloc,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3842750/f5f39c52e1c187441afa341cf5d9ec3ee0e9e28b/header.jpg?t=1751658257,http://assemblybloc.org,Additional High-Quality Audio,,https://store.steampowered.com/app/3842750,public_unreleased,full_details,2025-07-05
game,草地清理工,2804440,ZhiZhi,ZhiZhi,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2804440/6b08ad59b3354785f59f706155db69560801849a/header.jpg?t=1751685138,,Single-player,Action;Adventure;Casual;Indie;RPG;Free To Play;Early Access,https://store.steampowered.com/app/2804440,public_unreleased,full_details,2025-07-05
music,A Solitaire Mystery Soundtrack,3828440,Hazelstorm,Hempuli Oy,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3828440/770264484b7b00d0b2d72f467a3bca1ad7f719ad/header.jpg?t=1751674793,,Additional High-Quality Audio,,https://store.steampowered.com/app/3828440,public_unreleased,full_details,2025-07-05
game,The Most Annoying Game Ever,3851490,Maiku_Dev,Maiku_Dev,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3851490/cb43d92829f1a554abb6694a338cc00246e1fa13/header.jpg?t=1751695297,,Single-player;Steam Achievements;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Family Sharing,Action;Indie;Simulation;Strategy,https://store.steampowered.com/app/3851490,public_unreleased,full_details,2025-07-05
game,Adorable Adventures,3840230,Wild Sheep Studio,Wild Sheep Studio,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3840230/fd4354bea9de63545fe22dd50c3b698c5792bfd3/header.jpg?t=1751703259,,Single-player;Full controller support;Adjustable Text Size;Camera Comfort;Color Alternatives;Custom Volume Controls;Playable without Timed Input;Save Anytime;Stereo Sound;Subtitle Options;Surround Sound;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3840230,public_unreleased,full_details,2025-07-05
game,Nightmare,3837650,GG.Studio,GG.Studio,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3837650/9695c616b5277470c5a04a2064e48b26377bc14e/header.jpg?t=1751715327,,Single-player;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3837650,public_unreleased,full_details,2025-07-05
game,Critter'n Roll: A Twitch Chat Experience,2069730,LeGingerDev,LeGingerDev,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2069730/e8110adfd70ad4819d8c01efc8f3fe520a5ed39b/header.jpg?t=1751710583,,Single-player;Multi-player;PvP;Online PvP;Playable without Timed Input,Casual;Indie;Free To Play,https://store.steampowered.com/app/2069730,public_unreleased,full_details,2025-07-05
game,How to Make an Atomic Bomb in Your Garden,3700980,karahan,karahan,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3700980/a2306eea8ab7e5186042fb4803bd8fdde45d0ff5/header.jpg?t=1751698322,,Single-player;Family Sharing,Adventure;Casual;Indie;Simulation,https://store.steampowered.com/app/3700980,public_unreleased,full_details,2025-07-05
game,见习死神,3845390,辉熿工作室,辉熿工作室,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3845390/daeea239ee22991a258a8d20e0069be859a23d30/header.jpg?t=1751702074,,Single-player;Custom Volume Controls;Playable without Timed Input;Save Anytime;Family Sharing,RPG,https://store.steampowered.com/app/3845390,public_unreleased,full_details,2025-07-05
game,Compact Colonies,3830520, TunawareDevs,2 Left Thumbs,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3830520/5a4d4c1f099b5f15a2a107449552d41d24fba453/header.jpg?t=1751690934,,Single-player;Full controller support;Family Sharing,Casual;Simulation;Strategy,https://store.steampowered.com/app/3830520,public_unreleased,full_details,2025-07-05
game,INSERT GAME HERE,3725090,Ayush Vaibhav Goyal,Game Manager #2694,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3725090/ba6c870704f74f65493bb034adb9805a47d03668/header.jpg?t=1751677207,,Single-player,Action;Adventure;Casual;Indie;Free To Play,https://store.steampowered.com/app/3725090,public_unreleased,full_details,2025-07-05
game,Pitch and Arcade Simulator,3074280,Aysimus Games,Aysimus Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3074280/10b1490b86ce539dc7c6558dec02b9ab76d8bd0e/header.jpg?t=1751700102,,Single-player;Family Sharing,Casual;Simulation;Sports;Strategy;Early Access,https://store.steampowered.com/app/3074280,public_unreleased,full_details,2025-07-05
music,"FightCum – Original Soundtrack: Grooves, Lust & Combat",3793630,Sensational,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3793630/ec4aff93d8860d875b0d88d1950fc6936f6de6ab/header.jpg?t=1751727478,,,,https://store.steampowered.com/app/3793630,public_unreleased,full_details,2025-07-05
game,Harem Academy: Tales of the Titty Tamer,3708180,Miel,Cherry Kiss Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3708180/cb0d71a8cc0be6fa73a5f3c1e586c7fc290a6cfd/header.jpg?t=1751660077,,Single-player;Steam Cloud;Family Sharing,Casual,https://store.steampowered.com/app/3708180,public_unreleased,full_details,2025-07-05
game,Rake,3852600,Jeb_1232,Jeb_1232,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3852600/1f35a06c47f12729126eeeab26911dcf3ac82406/header.jpg?t=1751679338,,Single-player;Multi-player;Co-op;Online Co-op;Playable without Timed Input;Save Anytime;Stereo Sound;Surround Sound;Family Sharing,Indie,https://store.steampowered.com/app/3852600,public_unreleased,full_details,2025-07-05
game,Zereoton Hauntings,3856190,Anamik Majumdar,Anamik Majumdar,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3856190/a999350ab21bef0c512f7aeb44c32c5b5fd6e2e6/header.jpg?t=1751681598,,Single-player;Family Sharing,Adventure;Casual;Indie,https://store.steampowered.com/app/3856190,public_unreleased,full_details,2025-07-05
music,디버깅 히어로 (Debugging Hero) Soundtrack,3839780,Team ETTU;Ondabii,Team ETTU,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3839780/1108fdb268bac52ca9d7c118559d3450d4c3c42e/header.jpg?t=1751696925,,,,https://store.steampowered.com/app/3839780,public_unreleased,full_details,2025-07-05
game,Rot Runner,3735850,XS2PULZ,X2P,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3735850/b684738c3466d2ae6de781f65010fd66a48f3f32/header.jpg?t=1751675396,,Single-player;Family Sharing,Action;Casual;Indie;Racing;Sports,https://store.steampowered.com/app/3735850,public_unreleased,full_details,2025-07-05
game,Cloak And Coin,3525440,netDOT,netDOT,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3525440/205fae66f202cae67c8268417ec4675dac300340/header.jpg?t=1751722989,,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Mouse Only Option;Stereo Sound;Surround Sound;Steam Cloud;Stats;Steam Leaderboards;Family Sharing,Adventure;Casual;Indie;Early Access,https://store.steampowered.com/app/3525440,public_unreleased,full_details,2025-07-05
game,Moonlit Dreamland,3550540,梦月星,梦月星,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3550540/f33848a80e053d2d86e5d9ff9b9bf96edb7fe56b/header.jpg?t=1751688977,,Single-player;Family Sharing,Casual;Indie;RPG,https://store.steampowered.com/app/3550540,public_unreleased,full_details,2025-07-05
game,Crown of Lust [18+] 👑,3684740,Taboo Tales 💘,Taboo Tales 💘,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3684740/d63ac3fa6ff068fa0edbd9c3349ab93185e866db/header.jpg?t=1751662657,,Single-player;Family Sharing,Adventure;Casual;RPG,https://store.steampowered.com/app/3684740,public_unreleased,full_details,2025-07-05
game,Stellar Witch,3822990,배머루@결속,Jungle Game Lab,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3822990/633aee1f6f816237fd0087d1e9b110fc4bca5ceb/header.jpg?t=1751701585,,Single-player;Full controller support,Action;Indie;Strategy;Free To Play,https://store.steampowered.com/app/3822990,public_unreleased,full_details,2025-07-05
game,Running Horror,3565900,Amorphous Arts,N/A,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3565900/2a8ef1026cb1a6ce7b9c64da81412973c183f510/header.jpg?t=1751695646,https://www.amorphousarts.com,Single-player,Action;Indie;Free To Play,https://store.steampowered.com/app/3565900,public_unreleased,full_details,2025-07-05
game,Humanity's Last Hope,3830130,Rafael Fuzari,Rafael Fuzari,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3830130/b0e64186887ed6b2ebcbfeab6a916ad07e27a8cd/header.jpg?t=1751668591,,Single-player;Steam Achievements;Full controller support;Family Sharing,Action;Casual;Indie;Strategy,https://store.steampowered.com/app/3830130,public_unreleased,full_details,2025-07-05
game,female swordsman,3847040,hgmGame;hgmGame,hgmGame,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3847040/7b77ee54a6040bddb25f52e44a0aa050af8921ce/header.jpg?t=1751670618,,Single-player;Family Sharing,Casual,https://store.steampowered.com/app/3847040,public_unreleased,full_details,2025-07-05
game,Paper Xian,3748740,张楠,张楠,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3748740/c987596e8546d0c762707d6ed4e81df1457fe43a/header.jpg?t=1751675727,,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Keyboard Only Option;Playable without Timed Input;Remote Play Together;Family Sharing,Casual;Indie;RPG;Simulation;Strategy,https://store.steampowered.com/app/3748740,public_unreleased,full_details,2025-07-05
game,Fugue of Delights,3841380,Enygmage,Enygmage,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3841380/cad299876578f20316da1a4527fac81fb43d47bb/header.jpg?t=1751659221,,Single-player;Steam Achievements;Camera Comfort;Color Alternatives;Custom Volume Controls;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Save Anytime;Family Sharing,Adventure;Casual,https://store.steampowered.com/app/3841380,public_unreleased,full_details,2025-07-05
game,SERPENT AT THE VERNISSAGE,3855760,Daniel Bock,Daniel Bock,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3855760/e1cc09375fcf9f9666674b522f72e5fbfe43e82d/header.jpg?t=1751729268,,Single-player;Full controller support;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3855760,public_unreleased,full_details,2025-07-05
demo,Light Fall: A Clicker RPG Prologue,3820840,Tamed Shame,Tamed Shame,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3820840/3d3b05247c09fad96f375b1355cd5ecc7c89b9ba/header.jpg?t=1751674156,,Single-player;Game demo,,https://store.steampowered.com/app/3820840,public_unreleased,full_details,2025-07-05
game,Game Shop Simulator,3848580,SP GAMES,SP GAMES,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3848580/c442553c4c330c64a5152e34693c1c98a31d99db/header.jpg?t=1751669832,https://www.facebook.com/sp.games.steam,Single-player;Custom Volume Controls;Family Sharing,Casual;Indie;Simulation,https://store.steampowered.com/app/3848580,public_unreleased,full_details,2025-07-05
game,TSG DH ModLoader,3774340,TSG Team,TSG Team;Digital Confectioners,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3774340/e9077d264d79256229f9a0bdd0e3f56e0167e0ff/header.jpg?t=1751679471,https://dh.haeridc.cn/,Multi-player;PvP;Co-op,Action;Adventure;Indie;Free To Play,https://store.steampowered.com/app/3774340,public_unreleased,full_details,2025-07-05
game,Twisted Toys,3839320,Kizuna Game Studio,Kizuna Game Studio,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3839320/ef024acd74a515f932becd1a2c821414109a8dd1/header.jpg?t=1751720314,,Single-player;Steam Achievements;Stats;Family Sharing,Adventure;Simulation,https://store.steampowered.com/app/3839320,public_unreleased,full_details,2025-07-05
game,Tired of Being the Hero,3849030,Tired Hero Games,Tired Hero Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3849030/65bd430ef9641a2982a81aff5fec062552da18ee/header.jpg?t=1751656244,,Single-player;Family Sharing,Action;RPG,https://store.steampowered.com/app/3849030,public_unreleased,full_details,2025-07-05
demo,Lost Eclipse Investigation Demo,3856230,Fabicomm Pro. Interactive Division,Fabicomm Pro. Interactive Division,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3856230/ebb20909beb22bda5d17cf5b90277dbdaa5957a1/header.jpg?t=1751680819,,Single-player;Game demo;Partial Controller Support,Action;Adventure;Indie,https://store.steampowered.com/app/3856230,public_unreleased,full_details,2025-07-05
game,Wheelchair Wizards,3832630,Chromatophore Games,Chromatophore Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3832630/77c529b4977836344db2ecf04180e9ee4fea3942/header.jpg?t=1751688763,,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Custom Volume Controls;Playable without Timed Input;Steam Leaderboards,Action;Casual;Indie;Free To Play,https://store.steampowered.com/app/3832630,public_unreleased,full_details,2025-07-05
game,Thelma Fantastic,3827630,Patrick Sutherland,Patrick Sutherland,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3827630/0b636f5e8a2a235a16fdca1e631a6fbb34020e09/header.jpg?t=1751725191,http://www.thelmafantastic.com,Single-player;Steam Achievements;Camera Comfort;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime;Stereo Sound;Subtitle Options;Steam Cloud;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3827630,public_unreleased,full_details,2025-07-05
