type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,followers,wishlists_est,wishlist_rank,discovery_date
game,How to Make an Atomic Bomb in Your Garden,3700980,karahan,karahan,,Single-player;Family Sharing,Adventure;Casual;Indie;Simulation,https://store.steampowered.com/app/3700980,public_unreleased,full_details,False,Coming soon,"An absurd backyard bomb-building simulator. Raise funds, plan your approach, hunt down rare parts, and assemble your atomic masterpiece while staying calm and avoiding suspicion from nosy neighbors and federal agents.",English;French;Italian;German;Simplified Chinese;Traditional Chinese;Japanese;Korean;Portuguese - Portugal;Russian;Turkish,,,,2025-07-09
game,HEAT DEATH: Earth,3854580,Spacezero Interactive,Spacezero Interactive,,Single-player;Adjustable Difficulty;Playable without Timed Input;Save Anytime;Stereo Sound;Family Sharing,RPG;Simulation;Strategy;Early Access,https://store.steampowered.com/app/3854580,public_unreleased,full_details,False,Coming soon,"In the year 2200, Earth orbit is flooded with debris from constant warfare. Countries, megacorporations, and mercenaries are fighting for control. Take contracts, build your warfleets, and dominate the Earth-Luna system in this realism-focused strategy RPG!",*;*,,,,2025-07-09
game,PILED 3D CAD MULTI TOOL,3565810,PILED,PILED,https://piledltd.co.uk/,,Animation & Modeling;Design & Illustration;Utilities,https://store.steampowered.com/app/3565810,public_unreleased,full_details,False,"Jul 22, 2025","Quickly create complex models then export as STEP, STL &amp; DXF. 3D print, CNC or laser cut your designs made by a wide variety of generators including grid, QR code, vase, living hinge and more.",English,,,,2025-07-09
game,A Sexy Tour With : Elsie,3850510,Hentai Panda,Hentai Panda,https://www.hentaipanda.games/,Single-player;Steam Achievements;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime;Steam Cloud;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3850510,public_unreleased,full_details,False,"Aug 8, 2025","Embark on a titillating journey through the United Kingdom with Elsie, your alluring tour guide. This adults-only &quot;spot the differences&quot; game challenges your keen eye while rewarding your success with seductive reveals.",English;French;Italian;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Russian;Simplified Chinese,,,,2025-07-09
game,HARMONIC REFLECTIONS,3782920,Laplacian,Laplacian,https://laplacian.jp/games/kenban/,Single-player;Steam Achievements;Family Sharing,Adventure;Casual,https://store.steampowered.com/app/3782920,public_unreleased,full_details,False,Coming soon,"Aruto Mozumi, a third-year high school student who has lost the ability to hear the sound of the piano and lives in the shadow of his brother's talent, struggles to move forward. The guidance of a mysterious girl, who claims to have memories of the future, begins to change his destiny.",*;*,,,,2025-07-09
game,Deserter: Prologue,3688740,AskaLot Games,AskaLot Games,,Single-player;Full controller support,Action;RPG;Free To Play,https://store.steampowered.com/app/3688740,public_unreleased,full_details,False,August 2025,"Deserter: Prologue is a free stealth-RPG game. Use stealth, cunning, and thieving skills to escape from a military camp in the heart of a dystopian war.","*;, French, Italian, German, Portuguese - Brazil, Hungarian, Spanish - Latin America, Simplified Chinese, Polish, Russian, Japanese;*",,,,2025-07-09
demo,Rhythmic Demo,3862800,Polar Studios Robin Kammel,Polar Studios Robin Kammel,,Single-player;Game demo;Steam Achievements;VR Only;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Sports;Strategy,https://store.steampowered.com/app/3862800,public_unreleased,full_details,False,July 2025,Become a musical mage in this fast-paced VR-Rhythm-Tower-Defense! Collect magical particles in tune with epic music and skillfully unleash powerful spells upon invading enemies!,*;*,,,,2025-07-09
game,ANOMONAUT,3414290,sprout,Sproutpack Studio,,Single-player;Full controller support,Action;Adventure;Indie;Free To Play,https://store.steampowered.com/app/3414290,public_unreleased,full_details,False,Q4 2025,"Fight for survival in ANOMONAUT, an experimental roguelike shooter where each player only has one chance--yes, for real!",English,,,,2025-07-09
music,The Soundtrack + Artbook of GODPROOF,3854610,Nigel Grimstead,,,,,https://store.steampowered.com/app/3854610,public_unreleased,full_details,False,"Jul 25, 2025",Immerse yourself in the elements that made GODPROOF come to life! Enjoy the game's 16-track album music with an additional 42-page collection of visual art pieces from the artbook PDF.,,,,,2025-07-09
game,Rot Runner,3735850,XS2PULZ,X2P,,Single-player;Family Sharing,Action;Casual;Indie;Racing;Sports,https://store.steampowered.com/app/3735850,public_unreleased,full_details,False,2025,"A chaotic 2D pixel endless runner where you dodge your insecurities and summon weird AI monsters to help you outrun failure, doubt, and existential dread. Simple to control, wild to survive, and full of existential satire.",*;*,,,,2025-07-09
game,Oppai Daisuki,3856660,GEENNA,entryC,,Single-player;Steam Achievements;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3856660,public_unreleased,full_details,False,Q3 2025,"A lewd jigsaw puzzle game featuring 20 uncensored hentai artworks, relaxing music, and achievements.",English;French;Italian;German;Spanish - Spain;Arabic;Bulgarian;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Indonesian;Japanese;Korean;Norwegian;Polish;Portuguese - Brazil;Portuguese - Portugal;Romanian;Russian;Simplified Chinese;Spanish - Latin America;Swedish;Thai;Traditional Chinese;Turkish;Ukrainian;Vietnamese;Afrikaans;Albanian;Amharic;Armenian;Assamese;Azerbaijani;Bangla;Basque;Belarusian;Bosnian;Catalan;Cherokee;Croatian;Dari;Estonian;Filipino;Galician;Georgian;Gujarati;Hausa;Hebrew;Hindi;Icelandic;Igbo;Irish;K'iche';Kannada;Kazakh;Khmer;Kinyarwanda;Konkani;Kyrgyz;Latvian;Lithuanian;Luxembourgish;Macedonian;Malay;Malayalam;Maltese;Maori;Marathi;Mongolian;Nepali;Odia;Persian;Punjabi (Gurmukhi);Punjabi (Shahmukhi);Quechua;Scots;Serbian;Sindhi;Sinhala;Slovak;Slovenian;Sorani;Sotho;Swahili;Tajik;Tamil;Tatar;Telugu;Tigrinya;Tswana;Turkmen;Urdu;Uyghur;Uzbek;Valencian;Welsh;Wolof;Xhosa;Yoruba;Zulu,,,,2025-07-09
game,Barfy's Adventure,3850530,barfy.net,barfy.net,,Single-player;Camera Comfort;Color Alternatives;Custom Volume Controls;Stereo Sound;Includes level editor,Action;Indie;Free To Play;Early Access,https://store.steampowered.com/app/3850530,public_unreleased,full_details,False,Coming soon,"Barfy's Adventure is a fast-paced platformer about collecting gears, dashing through enemies, switching gravity, and so much more!",English,,,,2025-07-09
game,Metamory,3684670,Metamory,Metamory,https://metamory.cc,Playable without Timed Input,Free To Play;Utilities,https://store.steampowered.com/app/3684670,public_unreleased,full_details,False,Coming soon,"Metamory is a service that makes managing your VRChat photos easy! Photos taken in VR are automatically uploaded, allowing you to view and share them anytime, anywhere!",Japanese;English,,,,2025-07-09
game,Awurda First Wave,3838270,Abdulkerim Yarçın,Abdulkerim Yarçın,,Single-player;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3838270,public_unreleased,full_details,False,Coming soon,Awurda First Wave is an action adventure game. The last remaining human is caught in the middle of a war to save the world from evil creatures. Defeat your enemies with fast and exciting fighting mechanics. Overcome various obstacles and defeat difficult enemies to advance to the next levels.,English,,,,2025-07-09
game,Rake,3852600,Jeb_1232,Jeb_1232,,Single-player;Multi-player;Co-op;Online Co-op;Playable without Timed Input;Save Anytime;Stereo Sound;Surround Sound;Family Sharing,Indie,https://store.steampowered.com/app/3852600,public_unreleased,full_details,False,Coming soon,"Rake is a First-Person Horror game where you hunt down (or be hunted by) The Rake. Use Trail Cameras, Bear Traps and other tools to assist in hunting it down before it gets to you first.",*;*,,,,2025-07-09
game,Parallel Convergence,3821890,NYEKO Studio,NYEKO Studio,,Single-player;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime,Casual;Indie;Free To Play,https://store.steampowered.com/app/3821890,public_unreleased,full_details,False,Coming soon,A time travel project. A group of students. A cat that eats too much. Can you rewrite fate without losing what matters most?,*;*,,,,2025-07-09
game,Running Horror,3565900,Amorphous Arts,N/A,https://www.amorphousarts.com,Single-player,Action;Indie;Free To Play,https://store.steampowered.com/app/3565900,public_unreleased,full_details,False,"Jul 14, 2025","A first-person horror game where you must explore a vast labyrinth, evade a relentless demonic Beast, and find trapped survivors to reverse a miscast spell and escape.",*;*,,,,2025-07-09
game,Kando Realm,3017040,KO Studio Games,KO Studio Games,https://www.kostudiogames.com/,Multi-player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer,Adventure;Indie;Massively Multiplayer;RPG;Free To Play;Early Access,https://store.steampowered.com/app/3017040,public_unreleased,full_details,False,Q4 2025,"Journey into the world of Kando. Take on creatures, craft awesome weapons, help villagers and cut down tree's. Will you slay your way to the top? Or become a master craftsman. It's all down to you.",*;*,,,,2025-07-09
game,Gachi-Haru,3475800,SKSK団,SKSK団,https://skskdan.com/,Single-player;Steam Cloud;Family Sharing,Adventure;Casual;Indie,https://store.steampowered.com/app/3475800,public_unreleased,full_details,False,2025,"&quot;That's why... I whispered 'goodbye' so he wouldn't hear.&quot; The protagonist, retrying his university entrance exams, reunites with his former first love. A naughty, springtime love story—also involving a hot, muscular tutor—is about to begin!","*;, Korean;*",,,,2025-07-09
game,漂流、のち、座礁,3842380,Ituki Ebina,Ituki Ebina,,Single-player;Custom Volume Controls;Stereo Sound;Surround Sound;Family Sharing,Indie,https://store.steampowered.com/app/3842380,public_unreleased,full_details,False,Coming soon,"A first-person Japanese horror set in a secluded forest house. With no loud jump scares, it’s ideal for beginners. Playtime: 15–30 minutes. Monochrome visuals create quiet, creeping tension. Developed in two months by a 19-year-old student, focusing on slow, unsettling exploration.",Japanese,,,,2025-07-09
game,The Podcaster,3852650,Coding Better Days,Coding Better Days,,Single-player;Family Sharing,Casual;Indie;Simulation;Strategy,https://store.steampowered.com/app/3852650,public_unreleased,full_details,False,To be announced,"🎙️ The Podcaster is a simulator where you manage your schedule, interview guests, and expand and customize your studio. Use topic cards to spark conversations and guide unique interviews. Grow your channel and rise to the top of the podcasting world!",English;Portuguese - Brazil,,,,2025-07-09
dlc,Ship Graveyard Simulator 2 - Fishing Boats DLC,3826010,Games Incubator;Hypnotic Ants,Games Incubator;PlayWay S.A.,https://games-i.com/,Single-player;Multi-player;Co-op;Online Co-op;Downloadable Content;Steam Achievements;Steam Cloud;Family Sharing,Action;Adventure;Casual;Indie;Simulation,https://store.steampowered.com/app/3826010,public_unreleased,full_details,False,"Jul 24, 2025","Expand your shipbreaking adventure with the Fishing Boats DLC! Take on a fresh challenge as you dismantle a new class of shipwrecks, discover unique loot, and tackle the hazards of abandoned fishing boats filled with surprises","*;, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish;*",,,,2025-07-09
game,Humanity's Last Hope,3830130,Rafael Fuzari,Rafael Fuzari,,Single-player;Steam Achievements;Full controller support;Family Sharing,Action;Casual;Indie;Strategy,https://store.steampowered.com/app/3830130,public_unreleased,full_details,False,Coming soon,"A roguelike game with upgrades paths inspired by &quot;Vampire Survivors&quot; and &quot;Seraph's Last Stand&quot;. Build your own upgrade build, buy new hats and weapons, combine them and break the game!",English;Portuguese - Brazil;Simplified Chinese,,,,2025-07-09
music,Warden's Will Soundtrack,3844460,ELYZIO,ELYZIO,,,,https://store.steampowered.com/app/3844460,public_unreleased,full_details,False,Coming soon,Warden's Will Official Soundtrack,,,,,2025-07-09
game,Game Shop Simulator,3848580,SP GAMES,SP GAMES,https://www.facebook.com/sp.games.steam,Single-player;Custom Volume Controls;Family Sharing,Casual;Indie;Simulation,https://store.steampowered.com/app/3848580,public_unreleased,full_details,False,Coming soon,"Game Shop Simulator is a chill first-person simulation where every detail of running a Game store comes alive. Create the ultimate video game store! where you sell video games, Consoles, or Gaming Notebooks, this game lets you live out your dream of running a thriving gaming business.",*;*,,,,2025-07-09
game,Megan AI,3848530,Chris Z.,Chris Z.,,Single-player;Playable without Timed Input;Family Sharing,Casual;Indie;Simulation;Early Access,https://store.steampowered.com/app/3848530,public_unreleased,full_details,False,Coming soon,"Chat with a lifelike AI companion that runs on your own PC. Type or speak to a MetaHuman avatar powered by on-device language models. Swap GGUF models, tune prompts, and watch the conversation unfold in real time—offline, no cloud required",*;*,,,,2025-07-09
game,DDD - Drone Drop Dash,3776910,Yosul Studio,Yosul Studio,,Single-player,Casual;Free To Play,https://store.steampowered.com/app/3776910,public_unreleased,full_details,False,Coming soon,A memory-based drone delivery game where every route counts. Rise to the top pilot.,*;*,,,,2025-07-09
game,Orange Life,3842430,Bonea Ionut Daniel,Bonea Ionut Daniel,,Single-player;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3842430,public_unreleased,full_details,False,Coming soon,Step into the bittersweet chaos of Orange Life — a narrative-driven game where every choice matters and nothing is quite what it seems,*;*,,,,2025-07-09
music,Fireside Feelings Soundtrack,3805590,Team Empreintes,The CoLab,,,,https://store.steampowered.com/app/3805590,public_unreleased,full_details,False,July 2025,Fireside Feelings — Original Soundtrack,,,,,2025-07-09
game,Astropark,3838350,studio soup,Studio Soup,https://studiosoup.tv/projects.html#astropark,Single-player;Partial Controller Support;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3838350,public_unreleased,full_details,False,Q4 2026,"Astropark is a single-player VR game where you explore the Solar System through interactive, science-based missions. Adjust gravity, launch rockets, and discover real planets in a fun, educational, and non-violent space adventure.","*;, Spanish - Spain;*;, Simplified Chinese;*;*",,,,2025-07-09
game,Supermarket Billionaire,3848570,Eracu Studios,Eracu Studios,,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Free To Play,https://store.steampowered.com/app/3848570,public_unreleased,full_details,False,"Aug 1, 2025","Who doesn't love supermarkets? Build your own empire! Improve your business, hire employees, optimize your facilities... and, most importantly, sell to become a billionaire!",English;French;Italian;German;Spanish - Spain;Bulgarian;Czech;Simplified Chinese;Korean;Spanish - Latin America;Finnish;Greek;Dutch;Hungarian;Indonesian;Japanese;Norwegian;Polish;Portuguese - Brazil;Portuguese - Portugal;Romanian;Russian;Swedish;Thai;Turkish;Ukrainian;Vietnamese;Arabic;Bangla;Hindi,,,,2025-07-09
demo,A fascinating story 2 Demo,3850660,L&P,Lovely Games Hentai Club;Lovely Games ,https://lovelygames.xyz/,Single-player;Game demo;Custom Volume Controls;Playable without Timed Input;Stereo Sound,,https://store.steampowered.com/app/3850660,public_unreleased,full_details,False,August 2025,"&quot;A fascinating story 2&quot; is coming! This time, &quot;I&quot; can finally live in a mansion, drive a luxury car, and date beautiful women... This is an adult visual novel game, so you must not only manage the company, but also manage the &quot;lust&quot; of several sexy beauties!",English;Russian;Japanese;Simplified Chinese;Traditional Chinese;Korean,,,,2025-07-09
game,Crown of Lust [18+] 👑,3684740,Taboo Tales 💘,Taboo Tales 💘,,Single-player;Family Sharing,Adventure;Casual;RPG,https://store.steampowered.com/app/3684740,public_unreleased,full_details,False,2025,"Outsmart nobles, steal their gold, and seduce your way to freedom! Crown of Lust 👑 is a spicy 18+ visual novel where brains beat swords and every choice leads to new pleasures — or fresh trouble. Your dirty rise to glory starts now!",*;*,,,,2025-07-09
game,Pursuit Rampage,3811720,Instant Games Studio,Instant Games Studio,,Single-player;Steam Achievements;Keyboard Only Option;Mouse Only Option;Steam Cloud;Family Sharing,Action;Indie;Racing,https://store.steampowered.com/app/3811720,public_unreleased,full_details,False,August 2025,"Drive, chase, and arrest across 40 missions in five regions—🏖️ beach, 🌆 city, 🏜️ desert, 🌲 forest, and 🏘️ suburban highways—by ☀️ day, 🌙 night, or 🌧️ rain.",English,,,,2025-07-09
game,Black OX,3643780,Leaf & Taku,Leaf & Taku,,Single-player;Family Sharing,Casual;Indie;Simulation;Strategy,https://store.steampowered.com/app/3643780,public_unreleased,full_details,False,Coming soon,"Black OX is a roguelike deckbuilder where Blackjack meets Tic-Tac-Toe in a wild, tactical clash of cunning combos. Stack cards, twist values, and unleash powerful Oxchips to outsmart your opponent—and flip the game on its head. This isn’t just Blackjack. This is Black OX.",English,,,,2025-07-09
game,Mazzy,3852740,YLGames,Shepherd Games,,Single-player,Casual;Indie;RPG;Strategy;Free To Play,https://store.steampowered.com/app/3852740,public_unreleased,full_details,False,To be announced,"Mazzy is a pixel-style casual puzzle game built around the core concept of rotating the level. Rotate the level, collect the items, and reshape the maze to reach the goal. Simple and fun.",*;*,,,,2025-07-09
game,Buzz Wars,2703770,DrunkenTurnip,DrunkenTurnip,,Single-player;Multi-player;PvP;Online PvP;Family Sharing,Action;Indie;Strategy,https://store.steampowered.com/app/2703770,public_unreleased,full_details,False,Coming soon,"Buzz Wars is a wasp and bee themed strategy and fighting game with multiple playable units, various paths to win and multiple maps. Face off against other players or against AI opponents in fast paced real time matches. Find your strategy - are you more a builder, a fighter or both?",English;Spanish - Spain,,,,2025-07-09
game,Stories of Somnia,3635640,Lydian Games,Lydian Games,https://lydiangames.net,Single-player;Full controller support;Custom Volume Controls;Stereo Sound;Family Sharing,Action;Adventure;Indie;RPG,https://store.steampowered.com/app/3635640,public_unreleased,full_details,False,2026,"Unravel a story-rich adventure blending real-time exploration with turn-based combat. Play as Lumia, trapped in her dreams, bond with Dreamkin, and master dreamweaving abilities to fix a world consumed by Gloam",English,,,,2025-07-09
demo,大梦春秋 Demo,3856820,夫夫游戏工作室,夫夫游戏工作室,,Single-player;Game demo,,https://store.steampowered.com/app/3856820,public_unreleased,full_details,False,Coming soon,,Simplified Chinese,,,,2025-07-09
demo,The Song of Awakening Demo,3094980,Noeski LLC,Noeski LLC,https://www.thesongofawakening.com,Single-player;Game demo;Full controller support,,https://store.steampowered.com/app/3094980,public_unreleased,full_details,False,Coming soon,,English,,,,2025-07-09
game,Wrongly Accused,3854800,Elomelo Games,SwopBots Ltd.,https://wronglyaccused.agency,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Camera Comfort;Custom Volume Controls;Playable without Timed Input;Save Anytime;Stereo Sound;Subtitle Options;Family Sharing,Adventure,https://store.steampowered.com/app/3854800,public_unreleased,full_details,False,Q4 2025,"Investigate miscarriages of justice. Explore historical locations, find and analyse evidence that will lead you to unmasking the real perpetrator of the crime so that justice can be served. Use problem solving and deduction skills to uncover the truth and exonerate the wrongly accused.",English,,,,2025-07-09
game,Lucky Dog 1,3815890,tennenouji,MangaGamer,,Single-player;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime;Subtitle Options;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3815890,public_unreleased,full_details,False,Coming soon,"Prison escapes, flight, and conflicts with rival gangs... A criminal boy's love visual novel with thrilling and exhilarating plots!",English,,,,2025-07-09
game,审判者,3723730,生旦净末丑工作室,北京水思维科技发展有限公司,,Single-player;Family Sharing,RPG,https://store.steampowered.com/app/3723730,public_unreleased,full_details,False,Coming soon,《审判者》是一款由金牌编剧冷小张打造的交互式解谜推理影游。《人民的名义》演员黄俊鹏×张志坚化身刑警双雄，携手破解“不可能犯罪”谜局，多米诺骨牌效应引发后续案件环环相扣。密室推演、疑犯审讯、舆论审判、多线结局，影视级沉浸，解构人性困局。喜欢本格及社会派推理的玩家不可错过的悬疑推理罪案刑侦游戏。,*;*,,,,2025-07-09
game,Reaper Recon,3437010,Connor Petersen;Adam Moore;Nicole Bickers,Gravebyte Games,,Single-player;Partial Controller Support;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3437010,public_unreleased,full_details,False,Coming soon,This is an indie-developed zombie arcade shooter with a twist on arcade gameplay! Players can defeat zombies and use dropped weapons and power-ups to defeat more enemies as the difficulty increases.,"*;, French;*;, German;*;, Spanish - Spain;*;, Japanese;*;, Korean;*;, Polish;*;, Portuguese - Brazil, Russian;*;, Simplified Chinese;*;, Spanish - Latin America;*;, Swedish;*;, Traditional Chinese;*;, Irish;*;*",,,,2025-07-09
game,Trust Me,3836380,Legions Studio,Legions Studio,,Single-player;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3836380,public_unreleased,full_details,False,Coming soon,"Inspired by a true story, Trust Me is a psychological horror experience set in a haunting 1980s atmosphere. As you return from a visit to your mother’s home, strange events unfold. Darkness, silence, and fear await your every step.",*;*,,,,2025-07-09
game,Telepathic,3736030,il-lit-studio,il-lit-studio,,Single-player;Family Sharing,Adventure;Casual;Indie,https://store.steampowered.com/app/3736030,public_unreleased,full_details,False,Coming soon,"After quitting your job and returning to your hometown, you start living in an old house rented from your uncle, but you are haunted by the ghost of an urban legend that famous in the area. Can you survive this unintentionally exciting shared life?",English;Japanese,,,,2025-07-09
game,Graveyard404,3846620,RenStudio,RenStudio,,Single-player;Steam Achievements;Adjustable Text Size;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Stereo Sound;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3846620,public_unreleased,full_details,False,"Jul 17, 2025",A first-person observation horror where you must spot unsettling anomalies in a repeating graveyard to break a deadly loop. Your memory is your only weapon.,English;Thai,,,,2025-07-09
demo,Motel Nightmares Demo,3850740,kozarigames,kozarigames,,Single-player;Game demo;Custom Volume Controls;Keyboard Only Option;Mouse Only Option,,https://store.steampowered.com/app/3850740,public_unreleased,full_details,False,July 2025,"Trapped in an eerie, forgotten motel, you must uncover dark secrets and escape the nightmares that haunt every room. Motel Nightmares is a first-person psychological horror experience filled with mystery, tension, and atmospheric dread.","*;, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean, Hungarian, Russian, Portuguese - Portugal, Turkish;*",,,,2025-07-09
game,Gun Dealer Simulator,3838440,Breathy,Shadow Profile,,Single-player;Custom Volume Controls;Steam Cloud;Family Sharing,Action;Adventure;Casual;Indie;Simulation;Strategy;Early Access,https://store.steampowered.com/app/3838440,public_unreleased,full_details,False,Coming soon,"Run your own store from the ground up! Stock shelves, set prices, pay bills, and maintain a clean environment to boost your reputation. Buy goods from local suppliers across town. Bet your earnings and become the go-to destination for firepower.","*;, French, Italian, German, Spanish - Spain, Spanish - Latin America, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Ukrainian;*",,,,2025-07-09
game,Bold Ideas 2 My Desktop,3836390,Lee,Lee,,Single-player;Family Sharing,Casual;Indie;Utilities,https://store.steampowered.com/app/3836390,public_unreleased,full_details,False,Coming soon,This is a 3D mini desktop. You can drag the files you use daily or like into it and generate its 3D image. This is your second &quot;own desktop&quot;!,"*;, Simplified Chinese;*;*",,,,2025-07-09
game,Fake It,3250670,Androbyte,Androbyte,,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Custom Volume Controls;Stereo Sound;Surround Sound;Family Sharing,Action;Casual;Indie,https://store.steampowered.com/app/3250670,public_unreleased,full_details,False,2025,"Fake It is a short, silly online party game where some players hide in plain sight as NPCs. The others? They hunt them. Quick rounds. Dumb mobs. Dumber moments.",*;*,,,,2025-07-09
game,Untitled Automation Game,3731980,Galactic Circuit Studio,Galactic Circuit Studio,,Single-player;Partial Controller Support;Family Sharing,Action;Simulation;Early Access,https://store.steampowered.com/app/3731980,public_unreleased,full_details,False,Coming soon,"Untitled Automation Game is a unique blend of story-driven automation and combat with soul-like elements. While the genre mix may sound unusual at first, every mechanic is seamlessly integrated into a cohesive and immersive experience.",English;Turkish,,,,2025-07-09
game,Rosa Mine,3844580, Tommy Games, Tommy Games,,Single-player;Family Sharing,Adventure;Casual;Indie;Simulation,https://store.steampowered.com/app/3844580,public_unreleased,full_details,False,2026,"Rosa Mine is a mining exploration simulator. Excavate underground caverns to uncover rare gems and valuable ores. Customize your miner, upgrade your tools, and delve ever deeper in a hand‑drawn pixel world!",English,,,,2025-07-09
game,SKY LEGENDS - An Aeropostal Epic,3846630,SUPER AC,SUPER AC,https://www.superacgames.com/produit/skylegends/,Single-player;VR Only;Partial Controller Support;Family Sharing,Adventure,https://store.steampowered.com/app/3846630,public_unreleased,full_details,False,Q1 2026,"Play as the iconic pioneers of aviation and fly their legendary aircraft. Between human challenges and technical feats, cross the extreme landscapes of the Sahara, the Andes, or the Atlantic in an immersive, narrative, and historical virtual reality adventure.","*;, French, Italian, German, Spanish - Spain, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Portuguese - Portugal;*",,,,2025-07-09
game,Ancient Archer,3824100,Primitive Realms,Primitive Realms,https://primitiverealms.com/,Single-player;Steam Achievements;Custom Volume Controls;Mouse Only Option;Family Sharing,Indie,https://store.steampowered.com/app/3824100,public_unreleased,full_details,False,"Jul 22, 2025","Defend the essence of the universe from a horde of monsters using the power of the witch's magic and the accuracy of a brave archer. All in a psychedelic, original audiovisual setting inspired by heroic fantasy and more...",*;*,,,,2025-07-09
game,The Dreamcatcher,3826190,WorkingOrders,WorkingOrders,,Single-player;Keyboard Only Option;Playable without Timed Input;Partial Controller Support,Adventure;Casual;Free To Play,https://store.steampowered.com/app/3826190,public_unreleased,full_details,False,July 2025,"The Dreamcatcher is a proof of concept for a hand-drawn adventure platformer where you explore a collection of floating islands as Kit, the Dreamcatcher.",English,,,,2025-07-09
demo,Ancient Archer Demo,3824120,Primitive Realms;Primitive Realms,Primitive Realms,https://ancientarcher.com/,Single-player;Game demo;Custom Volume Controls;Mouse Only Option,,https://store.steampowered.com/app/3824120,public_unreleased,full_details,False,"Jul 11, 2025","Defend the essence of the universe from a horde of monsters using the power of the witch's magic and the accuracy of a brave archer. All in a psychedelic, original audiovisual setting inspired by heroic fantasy and more...",*;*,,,,2025-07-09
game,Janitori,3234290,LosJulbas;Rospaw;PatonkiMies; santsuuu;whimsy32;alien.kaba,LosJulbas,,Single-player;Steam Achievements;Custom Volume Controls;Stereo Sound;Surround Sound,Indie;Free To Play,https://store.steampowered.com/app/3234290,public_unreleased,full_details,False,"Jul 21, 2025","You are a janitor working on a night shift at the museum. Your task is to clean and restore its exhibits and dusty rooms. Janitori blends satisfying simulation with chilling horror and puzzle-solving mechanics, as you unfold a dark mystery and try not to disturb what lurks in the shadows.",*;*,,,,2025-07-09
game,Ungrounded,2859490,Chondrite Games,Chondrite Games,,Single-player;Partial Controller Support;Family Sharing,Adventure;Indie;Early Access,https://store.steampowered.com/app/2859490,public_unreleased,full_details,False,Coming soon,"Ungrounded is a first-person puzzle adventure game. Explore, observe, and engage with Ungrounded’s mechanisms and machinery. The further you travel, the more uncertain the path home.",English,,,,2025-07-09
music,Esophaguys Soundtrack,3789330,Esophaguys Team,Esophaguys Team,,Additional High-Quality Audio,,https://store.steampowered.com/app/3789330,public_unreleased,full_details,False,Coming soon,"The first video game soundtrack dedicated to one of mankind's most oldest instruments, the jews-harp. Blending ancient melodies unearthed from forgotten traditions with bold, experimental compositions, prepare your cochleas for tickling in this truly original soundtrack.",,,,,2025-07-09
game,Useless Timmy,3783190,KAWA Games,KAWA Games,,Single-player;Partial Controller Support;Family Sharing,Action;Indie,https://store.steampowered.com/app/3783190,public_unreleased,full_details,False,To be announced,"Useless Timmy is a platform game where you have to complete each level as quickly as possible. There are several islands, each with their own unique mechanics. Have fun :)",English,,,,2025-07-09
dlc,Expansion Pack 1 for 'Dark Door' Crowdfunding Campaign,3623420,星辰工作室,星辰工作室,,Single-player;Multi-player;MMO;Co-op;Online Co-op;Downloadable Content;Steam Achievements;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;Massively Multiplayer;Simulation,https://store.steampowered.com/app/3623420,public_unreleased,full_details,False,Coming soon,"This is the &quot;Hidden Door&quot; DLC expansion pack. After players obtain it, they will receive additional game items beyond the main game itself. New accessory: Cute rabbit head",English;Simplified Chinese,,,,2025-07-09
