id,title,description,category,tags,rating,reviews_count,developer,publisher,release_date,update_date,size,version,price,url,image_url,discovery_date
719781,斗罗大陆：猎魂世界,,,,,,,,,,,,,https://www.taptap.cn/app/719781,https://img.tapimg.com/market/images/cc4b81b9e96b2c702a17a7c95b222db7.png/appicon_s?t=1,2025-07-15
45213,心动小镇,,,,,,,,,,,,,https://www.taptap.cn/app/45213,https://img.tapimg.com/market/images/b36da9d9513c030e0022ab931ee5d40d.png/appicon_s?t=1,2025-07-15
